Entry,Reviewed,Entry Name,Protein names,Gene Names,B,A,D,C,E,F,G,H,I,C,D,A,B,E,F,H,I,G,A,B,D,C,E,F,I,H,G
A0A5F5Y6V1,unreviewed,A0A5F5Y6V1_FELCA,VWFA domain-containing protein,ITGAX,20.78573836,19.98896633,20.81485234,20.17886337,19.39452673,19.74395356,19.29709294,20.41690652,20.34725608,17.53538421,16.33470324,16.57808236,16.935505,17.39987123,17.10517921,16.2397124,15.69654457,16.73595232,17.61866861,17.18015741,16.03199976,16.17673352,16.47781164,17.08179874,17.05228847,17.24915048,17.46267237
P53713,reviewed,ITB1_FELCA,Integrin beta-1 (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29),ITGB1,23.53927999,23.43326837,23.25637825,22.81426836,21.69110602,21.48747957,21.74431749,22.47906344,22.39780295,18.28795779,17.06737441,17.58983769,18.30270222,18.40187594,19.60957227,19.26654098,21.35762168,18.71307779,21.42240822,18.0323238,21.99275004,17.96010622,17.52977723,18.97739936,19.17938216,21.96765695,19.60725059
A0A222NT34,unreviewed,A0A222NT34_FELCA,Integrin beta,ITGB2,19.88528165,19.316812,19.52360874,21.10820333,18.3303065,18.09184071,19.14193994,19.85285423,19.24196391,17.42099466,17.19261348,17.62240783,14.39691692,17.63776985,14.30568367,13.97400886,13.14532354,16.14351626,13.53490278,14.98100677,10,12.9670726,16.43442294,12.04370873,16.71282901,11.67800961,13.85406591
M3WN59,unreviewed,M3WN59_FELCA,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,25.70254659,26.1663903,25.66292437,26.15071109,24.30381605,25.69488276,24.64083772,26.3407686,25.49352232,27.9965331,27.69832062,27.87075513,27.91317076,28.12938188,27.62334398,27.83577043,28.06149917,27.79276612,28.43231535,28.06238681,28.35857909,27.82631104,27.85863268,27.81057838,28.17516908,27.68421284,27.80208517
A0A337SQW0,unreviewed,A0A337SQW0_FELCA,Inter-alpha-trypsin inhibitor heavy chain 2,ITIH2,24.51407864,24.59525392,24.81143439,26.08841064,25.04428171,26.20168869,26.27090811,24.17459097,24.41980359,29.04889775,28.38700715,28.6192132,29.05835144,29.07599411,28.33303181,28.02759918,29.05044069,28.99953532,29.1221379,29.06905154,29.04921796,28.75870588,29.04803189,28.48252922,29.24888403,28.04757096,29.01954475
A0A337SL30,unreviewed,A0A337SL30_FELCA,Inter-alpha-trypsin inhibitor heavy chain 3,ITIH3,20.19333244,20.1074114,20.59120177,18.76857085,19.81049554,21.4240152,19.68574684,19.81265341,20.23508819,26.22304601,25.40283496,25.81950787,25.96422508,25.40369644,25.34666327,25.5775794,26.14772663,25.75115488,26.3816702,26.1160401,25.44232624,25.89690791,25.57669235,25.31367777,25.79395377,25.39753559,25.84169943
A0A337SEU6,unreviewed,A0A337SEU6_FELCA,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,22.76106563,22.36140499,23.41202506,23.90988245,23.18508082,23.62608473,23.39475269,25.11606083,23.01980571,27.57410237,26.7157092,26.98143191,27.17309219,26.85067134,26.78738108,26.90461227,27.53165617,27.31250453,27.57004929,27.14356943,26.90486377,27.12781432,27.05731284,26.82921691,27.33186247,26.82690572,27.2260524
M3WN60,unreviewed,M3WN60_FELCA,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,16.35688904,14.57230458,15.45576218,16.70222153,16.47756638,16.27065935,17.42167473,15.09437216,16.89647339,19.97867039,18.87753891,19.16899361,19.68691774,19.01591954,20.31790018,20.30581965,20.81443399,20.04548556,19.34621561,18.8709585,18.40092707,19.01327109,19.0081587,20.19661711,18.08543272,19.88329547,20.48043843
A0A2I2U7R4,unreviewed,A0A2I2U7R4_FELCA,Inter-alpha-trypsin inhibitor heavy chain 4,ITIH4,26.31845867,26.64760049,26.94085027,27.15576396,27.34871304,26.73966601,26.63537189,27.45567957,27.12155682,29.35032459,28.63444198,28.81476665,29.18322901,29.36237822,28.75542126,29.23329281,28.8701193,28.61349677,29.18547251,29.69878529,29.33786324,29.34258313,29.43860719,29.03071228,29.28642643,29.54169193,29.18367365
M3WEM7,unreviewed,M3WEM7_FELCA,Inter-alpha-trypsin inhibitor heavy chain 5,ITIH5,24.27011732,25.92885146,25.51933627,26.49858214,26.54628559,26.50723934,26.07452861,26.35700709,25.88215711,25.16081246,24.40777415,22.09578962,25.13733083,22.93617777,24.99600161,25.41459616,21.85287633,22.88102676,21.76376021,22.21741174,21.32173871,22.60990711,22.6138038,22.40481116,21.94035902,23.03516574,23.22553876
A0A5F5XMZ9,unreviewed,A0A5F5XMZ9_FELCA,Inter-alpha-trypsin inhibitor heavy chain 5,ITIH5,22.83601261,24.51410109,24.11448278,25.24517568,24.38875777,25.05292842,24.99973707,25.06848981,24.37849848,19.93604846,16.93199655,18.05065203,16.69414807,18.54757729,18.6713934,18.27186434,17.14972263,18.72707996,17.23724655,17.08819728,19.27318652,18.64276871,22.63949148,18.64461869,18.04748007,18.85890121,18.22001253
A0A2I2UVC1,unreviewed,A0A2I2UVC1_FELCA,Integral membrane protein 2,ITM2B,24.26377873,23.6084714,23.60667133,22.46529452,21.41556871,21.77056289,21.88487107,23.57007207,23.34437452,20.00722333,19.64401182,19.57130457,19.19369298,18.1909711,20.96123664,21.36361027,21.03935606,21.49599894,20.11036408,19.80986674,20.70385605,20.61481505,19.69969908,20.08485076,18.8125467,19.13643557,22.1569789
A0A2I2U9Y7,unreviewed,A0A2I2U9Y7_FELCA,Integral membrane protein 2,ITM2C,13.6598145,11.54166173,15.04888014,10,15.64083879,16.17442929,22.95139775,15.58454858,10,15.13227151,14.69901182,13.63185789,16.05364829,13.98689136,19.73198163,14.19350871,19.26638359,16.16191586,13.491977,17.32256612,16.74955863,15.6275746,13.42497288,10,13.81426968,15.47469405,16.2472089
A0A2I2U3Z6,unreviewed,A0A2I2U3Z6_FELCA,"Isovaleryl-CoA dehydrogenase, mitochondrial (EC 1.3.8.1) (EC 1.3.8.4) (Butyryl-CoA dehydrogenase)",IVD,20.87080075,20.1799329,19.68015995,19.1539472,21.07072359,20.05481795,19.94756296,19.87893249,17.77304085,17.12165142,18.50085151,18.68120837,21.20799951,19.09012965,18.1689398,21.53703433,19.32828584,19.5437601,17.95783665,18.82858345,18.32622029,18.68349899,20.41620455,17.41507849,19.05081541,19.4679875,18.03600212
A0A2I2UBC8,unreviewed,A0A2I2UBC8_FELCA,Delta-like protein,JAG1,22.26943329,22.69226706,22.454336,18.6423778,17.98850667,17.87890246,18.62670063,20.98703681,21.24349234,16.26869292,18.73410409,16.17610724,16.4610087,14.0673453,14.44886735,15.70983241,14.70553916,16.67103786,14.09111353,17.41033925,12.90122803,15.32388874,16.21193389,15.3075023,15.36318655,18.43751341,15.7098415
A0A337SEF1,unreviewed,A0A337SEF1_FELCA,Junctional adhesion molecule 3,JAM3,23.84570169,24.07233501,24.88613732,24.76724677,22.67823124,23.40412948,23.00584373,24.30257074,24.26203436,24.93908735,26.12265789,27.10557616,27.31807769,27.84033535,17.20768326,17.60310811,27.83501757,17.08053206,25.81748486,16.35496554,17.35012128,27.45521634,16.90505603,27.50450394,16.13546016,17.54840614,17.90733863
A0A5F5XX70,unreviewed,A0A5F5XX70_FELCA,Junctional adhesion molecule 3,JAM3,23.16064273,23.4364394,23.02630847,24.21451432,21.99756152,21.14944519,22.1622443,23.25989636,22.75336399,19.92273644,20.19901455,19.50340848,19.26194338,20.9147972,19.46178413,20.35865315,18.13749366,19.97010928,19.32123741,21.78226829,22.26818817,20.64088856,20.29458035,20.48876513,19.15999632,17.76164794,18.53139374
A0A337SAT8,unreviewed,A0A337SAT8_FELCA,Junction adhesion molecule like,JAML,18.63972397,19.15622506,17.21323964,18.92339658,17.88058445,16.73185364,16.82288991,18.23480521,17.40873484,16.86042545,16.43550458,15.35780823,15.00734617,14.64381542,17.60219591,14.8575162,14.8106595,14.57076777,17.91059202,16.28266597,18.54333314,15.70611352,16.89812058,15.26645613,15.49440811,17.32528878,14.77760022
A0A5F5XC52,unreviewed,A0A5F5XC52_FELCA,Joining chain of multimeric IgA and IgM,JCHAIN,30.75610427,30.67606513,30.11920216,29.80925177,27.93814988,28.72006821,27.91979721,29.76159141,28.71107211,24.91658257,22.6088832,23.22426307,23.59504196,25.92588812,25.40605186,23.90760375,22.61637203,25.19465615,23.66279346,23.24450526,23.80677141,25.08435515,24.91272835,25.88146357,23.01241867,24.23339847,25.05806722
A0A2I2UBN8,unreviewed,A0A2I2UBN8_FELCA,Junction plakoglobin,JUP,21.87382633,23.23933747,23.60178615,23.17505645,22.3003379,22.40030866,24.67488164,21.8357709,22.5754374,25.46050456,22.96713252,24.2117522,24.564988,24.59641289,24.79320449,25.26963437,24.31484847,25.78403498,24.13910646,24.04498177,24.52619851,24.10396784,25.22024687,24.31608908,24.42278436,25.68015791,25.40034448
A0A2I2UA55,unreviewed,A0A2I2UA55_FELCA,Kazal type serine peptidase inhibitor domain 1,KAZALD1,23.7074652,23.55144842,22.38881975,22.50822708,20.75231975,20.8131128,19.97245987,22.31749877,21.7141098,20.21618976,21.64458785,20.52811614,20.47765912,15.43133067,16.30619587,16.24634334,16.29448286,15.40886361,20.00534854,20.07337053,17.46278235,18.86522393,16.88042418,17.08195439,18.51494287,15.48392768,16.37192046
A0A337RZ36,unreviewed,A0A337RZ36_FELCA,Potassium channel tetramerization domain containing 12,KCTD12,19.84356874,19.74850117,19.6235243,18.88375339,20.32202806,18.28744821,18.38288096,20.47960407,20.28709351,18.39029569,18.43560701,18.23614118,18.42372937,17.44428388,19.35043181,17.92056289,17.30682975,18.50026215,18.46246259,18.74741343,17.98363011,17.17919847,17.09922201,16.3179698,18.13616207,18.10288578,17.8973119
A0A2I2UIN2,unreviewed,A0A2I2UIN2_FELCA,Vascular endothelial growth factor receptor 2 (EC 2.7.10.1),KDR,19.48122326,19.80293023,20.44611076,18.18221898,16.7541299,16.66904742,15.81031286,19.6745202,18.49875383,15.10478176,14.96620881,14.27668285,15.80840911,12.75729092,15.43975523,14.76507278,14.74508064,15.49365974,13.40254407,14.82749584,15.31772186,15.0330687,13.68550651,14.75816233,12.82250133,15.13744723,15.52314046
A0A2I2U3F2,unreviewed,A0A2I2U3F2_FELCA,KIAA0319 like,KIAA0319L,23.8476314,23.94740211,24.24038,23.81973786,22.66432594,21.93352637,22.61859563,23.49278656,23.95549224,19.80727085,20.47145862,21.56620269,20.31996875,19.48321148,20.98797547,18.93521986,18.70813063,19.56371769,20.81485566,21.14774479,20.63380335,20.9977986,19.18544324,19.77463875,22.13364599,23.5578782,21.9038757
A0A5F5XE91,unreviewed,A0A5F5XE91_FELCA,Kinesin-like protein,KIF12,32.04290741,31.48601366,32.15774859,32.35994915,32.38999332,31.67737443,32.16244287,32.64315775,32.63384623,27.88680104,27.54537648,27.5368922,27.64176426,28.07257015,27.49202368,27.58412532,27.81527212,27.8155509,27.92878999,27.58757687,27.97162521,27.68398154,28.08148697,27.69530605,28.01945817,27.7527025,28.01721916
A0A5F5Y533,unreviewed,A0A5F5Y533_FELCA,Kinesin-like protein,KIF12,20.00357158,20.89118768,19.02736992,19.35791733,17.54602623,16.78701646,19.25423358,21.6002437,18.63715475,15.43130936,15.97487768,16.79771826,16.99967415,16.40257444,17.38007197,17.25911389,15.69972653,16.53739604,17.18857972,16.69051553,16.11461544,17.07440593,16.70560053,15.75527444,16.88812254,16.81823362,16.97410957
M3VU73,unreviewed,M3VU73_FELCA,Kinesin-like protein,KIF12,23.60701362,24.30413451,22.619494,23.2288414,20.04564035,20.7170564,22.32939302,22.3953123,22.72904272,18.94477352,18.44227025,18.37698789,18.07869608,18.87988436,19.72767164,18.02318938,21.40093817,22.30798707,18.31858677,18.97820386,20.25675413,18.36783628,20.48605472,18.65282866,19.60207718,21.57248289,19.30328797
A0A2I2U1G6,unreviewed,A0A2I2U1G6_FELCA,Kinesin family member 21A,KIF21A,20.82124903,22.19667174,23.66345517,22.51478782,23.72902007,22.02407253,22.49789396,25.65827847,21.95899139,16.80780784,16.12209136,15.57534477,14.14605004,17.83887092,15.54338092,14.58179793,16.83111988,15.29547,13.40286052,16.09865209,14.05189399,16.65254126,15.98032197,14.81142861,15.69154474,15.40793256,15.96916399
A0A5F5XE96,unreviewed,A0A5F5XE96_FELCA,Kinesin family member 26A,KIF26A,19.50570484,18.90148288,19.55959186,18.69078367,18.6990541,18.29114279,16.29903378,17.06728146,17.76345891,11.83570111,14.60742994,12.56666333,16.54454,10.56280359,10,10.66878047,10,12.50998571,13.4501263,14.79431898,13.9218572,10,12.82372219,10,11.51105149,12.26422024,13.00173994
A0A337S5Y7,unreviewed,A0A337S5Y7_FELCA,Kirre like nephrin family adhesion molecule 1,KIRREL1,22.76425796,22.52020427,22.64471943,21.94447369,21.24578961,22.04688129,20.29450937,22.57829656,22.25556426,20.40126588,19.33979098,21.04253276,19.56357737,23.06332501,21.64650897,20.59832307,18.88315311,20.47778694,20.84226663,19.50779304,20.17841404,20.32194368,20.39559975,21.73694068,18.36010409,19.18195049,22.01643886
A0A337RZN4,unreviewed,A0A337RZN4_FELCA,Kirre like nephrin family adhesion molecule 1,KIRREL1,18.35222283,18.35592413,17.98517051,18.05205792,14.57603956,16.44931146,16.616412,18.49987599,17.63231894,15.98306738,15.94144248,18.96390101,15.05259658,18.02271409,17.67336788,16.87225934,17.5827359,18.47270975,17.37017832,18.98384629,15.47184494,15.7548437,20.17585127,18.96204897,18.4474383,17.41892964,17.83694804
Q28889,reviewed,KIT_FELCA,Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (CD antigen CD117),KIT,21.98740197,23.34014658,21.16380246,21.11109719,22.29698915,21.03940235,19.96260494,22.74675274,20.81468894,19.05871554,19.7814361,19.67834789,19.22658494,18.92627594,20.80326418,21.67187703,21.16683152,20.06751154,20.0899226,19.26680058,20.38064576,19.94438946,20.11531853,19.97934062,20.78763314,19.99445547,21.75088032
P79169,reviewed,SCF_FELCA,Kit ligand (Mast cell growth factor) (MGF) (Stem cell factor) (SCF) (c-Kit ligand) [Cleaved into: Soluble KIT ligand (sKITLG)],KITLG SCF,19.4860148,19.49336561,21.04978547,20.63957896,20.19064378,19.91180439,20.83918054,21.27561304,21.16499678,14.85086657,14.00825242,15.90243406,16.65549109,14.76914094,16.04090882,16.10718022,15.54168697,13.955804,16.06125474,12.96308717,14.36429169,13.23045984,15.76521829,16.24874756,17.72213537,18.13517192,18.05932993
A0A5F5XC24,unreviewed,A0A5F5XC24_FELCA,Kallikrein B1,KLKB1,24.54309964,24.69947789,24.5405268,24.54243692,23.94238137,23.10033232,22.41344777,24.3195244,23.77948765,26.76605292,24.95885377,25.39457272,25.526689,24.57511405,26.38301579,26.64675793,25.7125092,24.02335025,25.27688999,25.36489696,25.63484504,25.92493423,24.74911539,26.12857188,25.77141737,26.78223175,24.08712169
A0A337SQ55,unreviewed,A0A337SQ55_FELCA,Natural killer cells antigen CD94 (Killer cell lectin-like receptor subfamily D member 1),KLRD1,21.54943928,19.89088996,22.05733073,23.66358574,20.42810341,20.12790404,22.30537675,21.73307736,21.03181869,15.78496026,14.4969869,15.4511092,14.6640892,14.49689808,15.27272162,12.51389459,15.47803806,16.08862999,14.14504679,16.65633486,15.96322385,14.92298867,12.85411324,15.49584855,15.94590987,16.62482365,15.51000652
A0A2I2U294,unreviewed,A0A2I2U294_FELCA,Kininogen 1,KNG1,32.48275149,32.68306328,32.45350655,32.08396252,31.20674738,31.02044562,30.938294,32.57494729,32.11475547,30.36053851,30.14427731,29.1510826,29.81877809,29.09979304,29.21028442,29.78014452,30.02202376,29.79890095,29.24442631,29.58055707,30.25750981,30.21187207,29.35040608,29.24271475,30.12995369,29.68234341,29.92320402
A0A5F5XVF5,unreviewed,A0A5F5XVF5_FELCA,Kininogen 1,KNG1,22.24671687,22.15861303,21.49011182,21.19702758,20.43678418,20.58154771,20.96176936,22.48606647,23.11648595,23.08071019,22.87785647,22.37650022,22.40595052,21.98085663,23.36574268,24.00612953,23.90386698,24.08466216,22.42288817,22.07697387,22.65160689,22.53895717,21.33832092,22.61106203,22.75108526,23.22335139,23.28908405
A0A2I2UHH3,unreviewed,A0A2I2UHH3_FELCA,small monomeric GTPase (EC 3.6.5.2),KRAS,22.54212313,21.85599062,21.78101837,21.82452321,21.64870467,21.96563566,18.95597329,21.07205912,20.85122042,16.80716891,15.41271468,15.47544724,15.07933449,16.93012794,15.988829,16.17662975,16.10852922,16.15379191,15.17522948,16.30206846,16.31068372,15.32038732,16.82862622,15.85017963,15.92319018,15.79507914,16.22451402
A0A337SC09,unreviewed,A0A337SC09_FELCA,Kremen protein (Kringle-containing protein marking the eye and the nose),KREMEN1,21.2153378,20.97922272,20.92862309,20.00000884,20.46837135,19.23391758,18.95324636,20.33040573,20.24143545,21.01870687,19.77100379,25.33207791,20.16441958,25.6630819,20.51321134,20.96333316,21.17183308,23.99344309,25.33778763,25.18606391,20.26061851,20.3118894,25.17894161,22.55589236,20.74683572,22.64803195,24.29689682
M3VXR1,unreviewed,M3VXR1_FELCA,"Keratin, type I cytoskeletal 10 (Cytokeratin-10) (Keratin-10)",KRT10,28.03289174,27.96899992,27.58003878,26.78000164,26.59025237,26.68359432,26.13550174,27.31365973,28.27368197,22.12938198,23.37267625,24.70590727,23.87365123,23.97022425,25.15390174,25.83108921,23.96730298,24.73219018,24.44295082,23.32541853,24.20734692,24.15821003,23.69128674,24.14282869,25.04178854,23.99334039,24.72633408
A0A337SCP9,unreviewed,A0A337SCP9_FELCA,IF rod domain-containing protein,KRT13,28.34428652,28.85073701,27.49012142,26.99573181,26.83176494,26.94717258,26.30425901,27.80446848,28.34816997,22.35930643,23.00903142,24.99633463,23.49192411,24.59198159,24.832562,26.16685724,25.15825871,24.95283748,24.23033764,22.39530323,23.55934452,24.01000407,23.65019759,24.20351091,25.53200726,23.73732469,25.18813971
A0A337SM15,unreviewed,A0A337SM15_FELCA,Keratin 17,KRT17,25.26927072,27.93647447,24.71630725,24.4553507,23.88388929,23.3467682,23.58155,25.15513839,25.08710241,20.99342531,19.6115826,22.69484673,21.20264908,20.99168156,20.59753537,22.90372469,20.54159571,21.64650641,20.48637887,20.17152509,21.09742613,20.85978041,20.95758009,20.71228249,24.57095799,20.81580995,22.33867184
A0A5F5XLA0,unreviewed,A0A5F5XLA0_FELCA,"Keratin, type I cytoskeletal 17 (Cytokeratin-17) (Keratin-17)",KRT17,22.37627504,22.2359316,20.9034708,21.10133645,20.78072478,20.20716096,21.21977558,21.84233592,21.39576563,17.80636888,18.02447041,19.72473156,21.13648088,18.01851367,18.80017446,19.36061141,19.11909505,19.46312416,18.66906545,17.94219033,21.48682768,17.55816456,18.36591291,18.56055691,20.0987938,18.65841394,19.18827391
A0A5F5XF56,unreviewed,A0A5F5XF56_FELCA,"Keratin, type I cytoskeletal 17 (Cytokeratin-17) (Keratin-17)",KRT17,20.45013745,22.58728648,19.75486692,19.55258846,18.68347564,19.81435161,20.15435787,19.69106145,20.62692784,17.08735176,17.8387588,18.46457867,16.78258753,20.64371342,19.53590029,21.98098806,20.69847271,21.74954269,17.47101005,16.11704603,17.89115223,17.47706683,17.60493574,18.2993057,22.02756407,20.7787005,20.4614784
A0A5F5Y768,unreviewed,A0A5F5Y768_FELCA,Keratin 17,KRT17,20.17395459,20.76351087,20.49331987,20.66247792,19.64126589,20.68634124,20.31446541,20.88898992,19.58667814,21.81052833,19.84572807,21.71962059,21.64204973,21.20679317,20.75329459,21.16741286,19.95544467,21.40923279,20.59740571,19.8642184,21.54351548,20.4434625,21.0823109,21.04523075,20.58324177,21.49696289,22.32718984
M3VXK4,unreviewed,M3VXK4_FELCA,"Keratin, type I cytoskeletal 17 (Cytokeratin-17) (Keratin-17)",KRT17,18.68682486,23.05802521,19.1948683,19.75105563,17.88855671,19.36876474,18.73113135,19.21032737,20.1919702,20.28019695,20.14795511,19.59782682,19.81815845,20.13930715,20.17745791,20.54693383,19.94042838,19.72982265,19.37756681,19.67239121,18.37613945,20.21678971,20.26521704,20.35971567,20.72488554,20.21993479,19.13401045
M3VUH3,unreviewed,M3VUH3_FELCA,Keratin 18,KRT18,23.15478413,22.82698345,21.65937556,23.02395182,23.55314882,24.23077909,22.75301897,23.78727299,23.19778663,22.53735563,21.57155577,22.67833122,21.70752702,24.12942809,23.45073555,21.94680517,20.73912016,23.58390506,22.95849327,21.90657457,22.56623177,22.66278902,23.90806793,23.67376383,20.73822474,22.48875914,23.85518954
A0A2I2U642,unreviewed,A0A2I2U642_FELCA,"Keratin, type I cytoskeletal 20 (Cytokeratin-20) (Keratin-20)",KRT20,23.20779086,26.33440273,22.617671,22.59803125,21.20817813,21.77698214,20.51705893,23.05999539,23.01714348,20.06360182,15.49971039,20.51096867,20.47549572,18.78958194,16.38911104,20.67389255,18.46527384,19.28367904,18.93523916,18.80280458,18.65583219,18.77816048,18.70431606,18.16730208,22.43510396,18.93263092,20.80431281
A0A2I2UVW3,unreviewed,A0A2I2UVW3_FELCA,"Keratin, type I cytoskeletal 27 (Cytokeratin-27) (Keratin-27) (Type I inner root sheath-specific keratin-K25irs3)",KRT25 KRT27,26.32284017,26.82619769,26.21254119,25.28558166,24.42153737,25.80419887,25.02213201,25.66921489,26.89982486,21.18642005,22.1601565,23.18361177,22.50085713,22.57233892,23.1382197,24.59852701,22.72946667,22.9561906,23.00699525,22.29260896,21.26522778,22.34908361,21.8554178,23.1102526,24.24979247,22.38323769,24.00748552
M3VUG8,unreviewed,M3VUG8_FELCA,Keratin 3,KRT3,24.28414024,25.53220125,23.83475205,22.85924729,23.26857616,23.30976922,24.54700473,24.3988813,26.51114089,20.7383961,19.41347557,21.55804791,20.60796531,21.01661927,21.31155412,23.78004229,21.8523564,22.27017088,19.8012495,19.69866307,20.22164412,20.49899257,20.45318927,22.26919966,22.33761404,22.54095208,23.77406025
M3VUE5,unreviewed,M3VUE5_FELCA,"Keratin, type II cytoskeletal 7 (Cytokeratin-7) (Keratin-7) (Type-II keratin Kb7)",KRT7,21.93347009,22.85970235,19.77963355,19.32955715,24.18777358,22.6470082,21.90772639,23.03427817,24.69336241,20.26354129,18.20993641,21.83801148,19.49482373,19.29311114,21.68124119,22.96780729,21.21809157,21.11628507,20.56185833,19.51710593,21.43638025,19.68046915,20.43635328,21.22823899,19.76995304,19.21276504,22.45851968
E1AB55,reviewed,K2C71_FELCA,"Keratin, type II cytoskeletal 71 (Cytokeratin-71) (CK-71) (Keratin-71) (K71)",KRT71,25.8951107,26.81630601,25.11019776,24.86440127,23.93694177,24.98945509,24.14068082,25.63292844,25.54353023,20.17092567,20.54803296,21.44815155,20.2173238,21.48030658,22.51317299,22.68145009,21.87255577,22.43856196,21.14109033,19.99319569,21.34309757,21.58189564,21.50380344,21.81327059,22.55227311,21.73293424,23.05026033
M1RGZ2,unreviewed,M1RGZ2_FELCA,Keratin 73,KRT73,18.69123965,19.45417316,17.35600902,17.99485502,17.55475558,18.07749391,16.51152944,16.47431744,18.47243833,19.3530594,19.61178813,17.77872411,19.54184255,20.07278412,19.4556714,20.16111771,20.14190027,16.67383252,14.90981758,20.06456715,18.70416344,19.1306873,20.27790649,19.77255756,17.6537792,20.24184901,16.46808226
M3VUF9,unreviewed,M3VUF9_FELCA,Keratin 74,KRT74,26.50090431,25.43725976,25.14672613,24.61340867,24.51967226,25.39837039,24.3155475,25.16707,25.76752192,18.87632108,20.06864319,20.17569711,19.98675056,22.03854358,22.65816543,23.36660976,22.30784454,22.80680505,21.64280878,19.68288213,20.05866093,21.5667765,20.72207033,22.22581253,22.50155704,21.47311399,23.03854283
A0A337S538,unreviewed,A0A337S538_FELCA,Keratin 74,KRT74,24.8364657,25.03302485,24.18059466,24.64699995,23.07302697,23.64007791,23.57937058,25.33211948,25.42688157,17.9434675,19.22532955,20.40764931,18.51470367,22.03925275,19.47411415,22.49811006,19.42808329,20.63505635,19.24961476,18.41761318,19.53031981,19.86114195,19.20571897,20.27973107,21.37639569,19.1972812,21.46979335
M3VUG7,unreviewed,M3VUG7_FELCA,Keratin 76,KRT76,25.7231798,26.53541247,25.45979831,24.39867254,23.98210397,25.186994,24.08788975,24.58764962,25.9025249,20.25138379,20.87276387,21.9016668,20.3828277,21.61852924,22.19762278,23.25499411,21.70844946,22.4715054,21.34692223,20.72217481,20.88315654,21.12112591,21.40118642,22.04872371,23.21863602,21.35534982,22.75668545
A0A5F5XKG5,unreviewed,A0A5F5XKG5_FELCA,Keratin 77,KRT77,26.08242881,27.0962939,25.39675264,25.02430664,24.68032026,25.3589887,24.72476678,25.57204949,26.11076919,21.22857811,21.24999732,23.64447932,22.21898537,22.50181332,22.79698778,24.58831717,23.72880496,23.18285586,22.86797341,22.25985062,21.81375872,21.75097185,22.13996304,22.77074787,23.79490506,22.60335538,23.79495009
M3WZD7,unreviewed,M3WZD7_FELCA,IF rod domain-containing protein,KRT89,19.61695639,24.20780695,21.50260086,19.72230701,17.73440231,20.30058015,19.9555282,20.72214241,21.60445478,18.80161323,18.33545519,19.96443747,18.16100181,16.40579907,15.89509494,19.12253283,16.428756,16.47429852,18.52987238,17.41470643,19.1747028,18.5669531,17.51177273,16.75629005,20.92495033,16.41884505,19.28630665
A0A5F5XMX8,unreviewed,A0A5F5XMX8_FELCA,Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase),KYNU,18.86345387,17.03997837,15.61618032,17.69251045,21.29765215,19.86893201,19.88618009,17.10782123,23.16015145,14.24924689,14.23084208,13.51914063,13.46429384,10,17.89701421,14.96391134,19.32683184,18.42409968,15.60535272,15.41292733,14.43934233,13.78335423,12.87270356,18.48045924,15.86469037,17.90363686,16.62674157
A0A2I2U6T7,unreviewed,A0A2I2U6T7_FELCA,L1 cell adhesion molecule,L1CAM,24.87266683,24.61062304,24.10021045,24.20189094,23.90005561,23.06429076,22.91203168,23.57733694,23.97910435,22.24196983,21.26078884,21.80869053,24.90714991,21.81864909,23.56059971,24.62471709,22.88936753,24.68765708,23.19133137,22.21661395,23.7427604,22.63822571,22.63568904,22.57989226,23.98734669,22.75212713,23.64694428
A0A337SDW1,unreviewed,A0A337SDW1_FELCA,LINE1 type transposase domain containing 1,L1TD1,22.65733722,23.19376195,23.32313595,22.58947395,20.28630465,20.08163753,19.15699261,21.8858276,22.19538764,24.14907638,18.10895099,24.70315769,22.13737164,18.59394293,19.71213669,24.48719932,23.1417294,23.66918548,17.5731785,16.7889874,18.33190881,18.76713895,17.48723534,16.07272259,18.21302542,19.55517884,18.45213651
A0A5F5XCK9,unreviewed,A0A5F5XCK9_FELCA,Endoribonuclease LACTB2 (Beta-lactamase-like protein 2),LACTB2,18.85458477,12.56865051,15.54072575,17.02807886,18.60240686,18.66061809,17.80943475,18.87298408,19.94490112,16.39190973,21.56049543,21.35256255,15.34539639,20.43724973,19.88495809,20.24887454,16.93422734,17.77727203,21.42699496,21.55068621,22.44329413,21.52462142,20.13418538,21.27669315,19.4616625,19.43798605,18.90984564
A0A5F5XQP4,unreviewed,A0A5F5XQP4_FELCA,Leukocyte associated immunoglobulin like receptor 1,LAIR1,25.81083363,25.85056762,25.84259944,26.38448382,24.1258172,23.94753533,23.52279254,25.5705308,24.93674295,19.16949524,17.7367697,15.96568549,18.52251181,17.37624976,16.95747518,16.44327062,17.94025759,17.57320032,18.62702823,17.9165342,18.86981787,18.97318115,17.117323,17.19429032,17.90902619,17.46079725,16.86969623
