Entry Name,Protein names,Gene Names,URINE,PLASMA,SERUM,BIOFLUID
A0A5F5XGD3_FELCA,LIF receptor subunit alpha,LIFR,24.494,25.431,25.232,URINE+SERUM+PLASMA
A0A5F5XPV2_FELCA,Lipase,LIPA,30.317,21.045,21.133,URINE
A0A5F5XQ31_FELCA,"Lectin, mannose binding 2",LMAN2,30.258,22.069,22.186,URINE
A0A5F5XTW1_FELCA,Lysosomal cobalamin transport escort protein LMBD1 (LMBR1 domain-containing protein 1),LMBRD1,15.095,10.727,12.661,URINE+SERUM
A0A5K1VP01_FELCA,Lamin A/C,LMNA,24.177,12.814,12.986,URINE
M3VU75_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC100144393,27.966,29.937,30.005,URINE+SERUM
E5D2Z5_FELCA,Fel d 7 allergen,LOC100533977,25.432,19.318,20.241,URINE
M3WJA1_FELCA,Pepsin A (EC 3.4.23.1),LOC101080826,29.927,17.574,17.530,URINE
A0A5F5XDG7_FELCA,Pregnancy zone protein,LOC101080976,25.936,29.421,29.438,URINE+SERUM
A0A5F5XG49_FELCA,Pregnancy zone protein-like,LOC101080976,21.474,26.035,26.010,URINE+PLASMA
A0A337S803_FELCA,Ovostatin homolog 2-like,LOC101081475,22.710,26.981,26.978,URINE+PLASMA
A0A2I2U8D7_FELCA,C-type lectin domain-containing protein,LOC101082144,21.205,18.337,18.577,URINE
A0A2I2UMM1_FELCA,Uncharacterized protein,LOC101082733,20.134,18.591,18.987,URINE
A0A2I2UP08_FELCA,Sushi domain-containing protein,LOC101085428,23.278,27.459,27.352,URINE+PLASMA
M3WP64_FELCA,Peptidase S1 domain-containing protein,LOC101085453,19.239,18.154,18.261,URINE
A0A337S8S6_FELCA,Peptidase S1 domain-containing protein,LOC101085453,29.351,25.527,25.555,URINE
A0A5F5XMU9_FELCA,Coiled-coil domain-containing protein 170-like,LOC101086571,18.447,19.027,19.062,URINE+SERUM+PLASMA
A0A2I2UUI4_FELCA,Cathepsin L,LOC101086605,24.152,21.014,20.903,URINE
A0A337SVW6_FELCA,Annexin,LOC101087010,20.937,17.697,17.105,URINE
A0A337RWP8_FELCA,Ly-6/neurotoxin-like protein 1,LOC101087710,26.136,18.687,18.488,URINE
A0A2I2UV75_FELCA,Cystatin domain-containing protein,LOC101088567,21.295,17.500,17.220,URINE
A0A5F5XV52_FELCA,Peptidase S1 domain-containing protein,LOC101089318,20.112,15.684,15.766,URINE
A0A2I2U4V9_FELCA,Peptidase S1 domain-containing protein,LOC101089318,18.697,12.105,12.736,URINE
M3X2R3_FELCA,Mesothelin,LOC101091333,24.258,21.410,21.349,URINE
A0A5F5XVL7_FELCA,Sulfotransferase (EC 2.8.2.-),LOC101091370,25.081,18.738,18.932,URINE
A0A5F5XTD9_FELCA,Sulfotransferase (EC 2.8.2.-),LOC101091370,24.306,19.347,19.424,URINE
A0A5F5XKI3_FELCA,Sulfotransferase (EC 2.8.2.-),LOC101091370,22.063,18.406,18.624,URINE
A0A2I2UYB0_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC101091569,21.887,16.522,16.931,URINE
A0A337SM43_FELCA,Olfactory receptor,LOC101093693 LOC111560946,21.301,26.023,26.160,URINE+SERUM
A0A337SE00_FELCA,C-X-C motif chemokine,LOC101094096,21.917,23.974,26.705,URINE+SERUM
A0A2I2U006_FELCA,Nicotinamide N-methyltransferase,LOC101094108,19.655,13.868,12.423,URINE+SERUM
A0A5F5XZS8_FELCA,Peptidase S1 domain-containing protein,LOC101094275,21.711,12.061,13.281,URINE+SERUM
A0A5F5XT89_FELCA,Peptidase S1 domain-containing protein,LOC101094275,25.002,19.949,19.536,URINE
A0A2I2UKK1_FELCA,Uncharacterized protein,LOC101094346,28.078,28.616,28.811,URINE+SERUM+PLASMA
A0A5F5XFU6_FELCA,Uncharacterized protein,LOC101094346,22.249,23.781,23.973,URINE+SERUM
A0A2I2UT16_FELCA,Albumin domain-containing protein,LOC101095098,24.809,23.809,23.609,URINE
M3WBI8_FELCA,C-type lectin domain family 18 member A,LOC101095392,20.442,16.025,17.291,URINE+SERUM
M3W3Q0_FELCA,Glutathione S-transferase (EC 2.5.1.18),LOC101096317,21.151,19.035,16.813,URINE+SERUM
A0A5F5XEY9_FELCA,Butyrophilin like 9,LOC101097782,26.667,22.044,21.904,URINE
A0A2I2UXL4_FELCA,Globin family profile domain-containing protein,LOC101098159,21.977,25.035,26.496,URINE+SERUM
A0A2I2U6J8_FELCA,Globin family profile domain-containing protein,LOC101098159,18.469,22.565,24.138,URINE+SERUM
M3WVZ4_FELCA,Globin A1,LOC101098159 GLNA1,16.897,20.416,21.134,URINE+SERUM
A0A2I2U232_FELCA,Adenylate cyclase-stimulating G alpha protein,LOC101098453,23.468,23.405,23.543,URINE+SERUM+PLASMA
A0A2I2U5B2_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC101098498,26.373,17.073,17.516,URINE
A0A2I2U227_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC101098498,30.397,23.150,23.528,URINE
A0A5F5XBZ0_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC101098498,21.117,17.716,18.200,URINE
A0A5F5Y107_FELCA,Enoyl reductase (ER) domain-containing protein,LOC101100387,20.006,19.245,19.303,URINE+SERUM+PLASMA
A0A337SQ74_FELCA,IGF like family member 3,LOC101101603,23.206,18.033,18.521,URINE
A0A5F5XCJ2_FELCA,Membrane cofactor protein,LOC102899273,24.299,14.965,15.277,URINE
A0A5F5XZ26_FELCA,UPAR/Ly6 domain-containing protein,LOC102899673,26.151,16.468,16.808,URINE
A0A5F5XEP4_FELCA,Sushi domain-containing protein,LOC102899713,16.529,21.076,20.712,URINE+PLASMA
A0A2I2UIM4_FELCA,Carbonyl reductase (NADPH) (EC 1.1.1.184),LOC102901316,21.971,19.145,19.578,URINE
A0A2I2UFN2_FELCA,Carbonyl reductase (NADPH) (EC 1.1.1.184),LOC102901316,12.797,14.344,15.048,URINE+SERUM
A0A5F5XD04_FELCA,Ig-like domain-containing protein,LOC105259618,26.468,24.102,24.820,URINE
A0A2I2U7X7_FELCA,Ig-like domain-containing protein,LOC105259814,21.876,19.876,19.697,URINE
A0A337S014_FELCA,Ig-like domain-containing protein,LOC105259814,23.749,20.417,19.767,URINE
A0A2I2UYG1_FELCA,MHC class I antigen,LOC105260551,18.619,16.566,16.470,URINE
A0A5F5XH25_FELCA,Tumor necrosis factor receptor superfamily member 1A,LOC105261012,21.787,16.065,17.393,URINE+SERUM
A0A5F5XJG5_FELCA,Immunoglobulin V-set domain-containing protein,LOC109494125,19.422,20.857,23.160,URINE+SERUM
A0A5F5XI37_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC109496317,26.658,29.186,29.017,URINE+PLASMA
A0A337SF46_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC111556219,25.115,18.392,19.192,URINE
A0A5F5XQF5_FELCA,Immunoglobulin V-set domain-containing protein,LOC111557803,20.669,18.004,17.479,URINE
A0A337S103_FELCA,Metallothionein,LOC111558024,21.390,14.588,14.552,URINE
M3XB79_FELCA,Metallothionein,LOC111558024,16.717,18.165,18.492,URINE+SERUM
A0A2I2V287_FELCA,Cathepsin L1-like,LOC111559124,22.294,14.703,14.488,URINE
A0A5F5XP31_FELCA,Kazal-like domain-containing protein,LOC123379994,18.461,10.039,10.804,URINE
A0A2I2UAR3_FELCA,Lysyl oxidase homolog (EC 1.4.3.13),LOX,24.407,18.539,18.009,URINE
M3WFA5_FELCA,Lysyl oxidase like 1,LOXL1,19.663,19.653,20.262,URINE+SERUM+PLASMA
M3WB92_FELCA,Lysyl oxidase like 4,LOXL4,23.160,20.581,20.572,URINE
A0A337S1P2_FELCA,Leucine rich alpha-2-glycoprotein 1,LRG1,28.683,26.756,26.662,URINE
M3VU91_FELCA,LDL receptor related protein 1,LRP1,23.339,19.347,18.697,URINE
M3W5B5_FELCA,LDL receptor related protein 2,LRP2,30.241,27.006,26.760,URINE
A0A2I2UQB6_FELCA,LDL receptor related protein 2,LRP2,28.815,23.134,22.106,URINE+SERUM
M3W2W3_FELCA,LRP2-binding protein,LRP2BP,22.867,25.127,24.467,URINE+PLASMA
A0A5F5Y4L2_FELCA,LDL receptor related protein associated protein 1,LRPAP1,21.761,20.077,20.048,URINE
M3X588_FELCA,Leucine rich repeat containing 15,LRRC15,18.623,16.137,17.743,URINE+SERUM
M3X167_FELCA,Leucine rich repeat containing 19,LRRC19,23.521,15.857,16.236,URINE
M3W4V0_FELCA,Leucine rich repeat containing 8 VRAC subunit A,LRRC8A,21.564,16.921,16.899,URINE
M3X2H7_FELCA,Leucine rich repeat containing 8 VRAC subunit D,LRRC8D,21.564,16.921,16.899,URINE
A0A2I2V4D2_FELCA,Leucine rich repeat neuronal 4,LRRN4,20.996,12.490,15.243,URINE+SERUM
A0A2I2UKX6_FELCA,Limbic system associated membrane protein,LSAMP,25.967,19.872,19.756,URINE
A0A5F5XMF4_FELCA,Leucine rich single-pass membrane protein 2,LSMEM2,20.715,15.030,15.855,URINE
A0A5F5XBY8_FELCA,Leukotriene A(4) hydrolase (LTA-4 hydrolase) (EC 3.3.2.6),LTA4H,15.530,15.799,15.870,URINE+SERUM+PLASMA
A0A337S431_FELCA,Latent transforming growth factor beta binding protein 1,LTBP1,25.795,19.984,19.721,URINE
A0A337S8E4_FELCA,Latent transforming growth factor beta binding protein 1,LTBP1,20.505,14.270,14.804,URINE
A0A140CWF2_FELCA,LTBP2,LTBP2,23.348,19.941,20.377,URINE
A0A2I2UXX3_FELCA,Latent transforming growth factor beta binding protein 4,LTBP4,28.106,22.422,22.204,URINE
A0A2I2V3V6_FELCA,Lactotransferrin,LTF,29.634,23.628,25.232,URINE+SERUM
A0A5F5XC36_FELCA,Lactotransferrin,LTF,26.319,18.190,18.475,URINE
A0A2I2U619_FELCA,Lumican,LUM,20.860,23.075,23.124,URINE+SERUM
A0A337SJ42_FELCA,Lymphocyte antigen 6 family member D,LY6D,29.151,19.961,19.246,URINE
M3VTY7_FELCA,LY6/PLAUR domain containing 1,LYPD1,19.090,15.837,15.825,URINE
M3VU52_FELCA,LY6/PLAUR domain containing 2,LYPD2,15.485,16.374,15.671,URINE+SERUM+PLASMA
M3WY30_FELCA,LY6/PLAUR domain containing 3,LYPD3,19.207,16.027,15.493,URINE
A0A2I2U035_FELCA,LY6/PLAUR domain containing 6,LYPD6,19.515,13.559,14.456,URINE
A0A2I2UP64_FELCA,LY6/PLAUR domain containing 6B,LYPD6B,21.937,20.278,20.449,URINE
A0A2I2UCN9_FELCA,Acyl-protein thioesterase 1 (EC 3.1.2.22) (Lysophospholipase 1) (Lysophospholipase I) (Palmitoyl-protein hydrolase),LYPLA1,16.233,16.243,15.750,URINE+SERUM+PLASMA
M3VUP6_FELCA,Lymphatic vessel endothelial hyaluronan receptor 1,LYVE1,29.093,20.168,20.684,URINE
A0A2I2UY37_FELCA,"Mannose-6-phosphate receptor, cation dependent",M6PR,18.570,10.299,10.560,URINE
A0A337SQ63_FELCA,Mucosal vascular addressin cell adhesion molecule 1,MADCAM1,24.768,19.218,19.516,URINE
A0A5F5Y426_FELCA,"alpha-1,2-Mannosidase (EC 3.2.1.-)",MAN1A1,24.696,24.762,25.316,URINE+SERUM+PLASMA
A0A5F5XC46_FELCA,"alpha-1,2-Mannosidase (EC 3.2.1.-)",MAN1A2,10.472,18.531,10.690,PLASMA
A0A5F5Y2G5_FELCA,Alpha-mannosidase (EC 3.2.1.-),MAN2A1,22.112,20.552,19.999,URINE
M3WBE5_FELCA,Alpha-mannosidase (EC 3.2.1.-),MAN2A1,19.850,16.752,16.354,URINE
A0A5F5XUG7_FELCA,Alpha-mannosidase (EC 3.2.1.-),MAN2A2,19.120,16.047,16.042,URINE
A0A2I2UJS0_FELCA,Alpha-mannosidase (EC 3.2.1.-),MAN2B1,18.050,17.195,17.694,URINE+SERUM+PLASMA
MA2B1_FELCA,Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B),MAN2B1 MANB,25.483,25.777,26.731,SERUM
A0A337RVS9_FELCA,Beta-mannosidase (EC 3.2.1.25) (Lysosomal beta A mannosidase) (Mannanase),MANBA,23.333,23.279,22.168,URINE+SERUM
A0A337SHI7_FELCA,MANSC domain containing 1,MANSC1,21.736,17.694,17.630,URINE
A0A337S396_FELCA,Monoamine oxidase B,MAOB,16.333,18.450,17.874,URINE+PLASMA
A0A337S9V8_FELCA,Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25),MAP3K12,17.780,18.648,19.118,SERUM
M3WAB7_FELCA,Mitogen-activated protein kinase (EC 2.7.11.24),MAPK7,21.384,18.427,15.748,URINE+SERUM
M3XB86_FELCA,RING-type E3 ubiquitin transferase (EC 2.3.2.27),MARCHF10,20.872,20.959,20.984,URINE+SERUM+PLASMA
A0A2I2UHZ6_FELCA,MBL associated serine protease 1,MASP1,21.345,21.946,22.412,SERUM
A0A337S8F8_FELCA,MBL associated serine protease 2,MASP2,26.680,20.724,20.710,URINE
A0A5F5Y096_FELCA,MBL associated serine protease 2,MASP2,19.984,20.672,20.726,URINE+SERUM+PLASMA
A0A2I2UI11_FELCA,Mannose binding lectin 1,MBL1,19.882,21.203,20.790,PLASMA
A0A5F5XHB5_FELCA,Melanoma cell adhesion molecule,MCAM,21.247,20.330,21.065,URINE+SERUM+PLASMA
MDHC_FELCA,"Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Aromatic alpha-keto acid reductase) (KAR) (EC 1.1.1.96) (Cytosolic malate dehydrogenase)",MDH1,24.142,21.215,21.204,URINE
MDHM_FELCA,"Malate dehydrogenase, mitochondrial (EC 1.1.1.37)",MDH2,16.693,10.238,10.588,URINE
A0A337S3Q9_FELCA,Midkine,MDK,20.259,16.190,16.129,URINE
A0A2I2UC58_FELCA,Multiple EGF like domains 9,MEGF9,24.058,19.774,19.599,URINE
M3W126_FELCA,Melanotransferrin,MELTF,26.052,26.853,27.647,SERUM
M3WB64_FELCA,Metalloendopeptidase (EC 3.4.24.-),MEP1A,26.113,17.270,18.353,URINE+SERUM
A0A5F5Y369_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),MERTK,16.079,16.911,17.439,SERUM
M3XFR1_FELCA,Meteorin-like protein,METRNL,21.784,19.666,21.238,URINE+SERUM
A0A337SHC5_FELCA,Microfibril associated protein 4,MFAP4,19.435,22.678,21.576,URINE+PLASMA
M3XGE7_FELCA,Microfibril associated protein 4,MFAP4,20.879,21.629,20.639,URINE+SERUM+PLASMA
A0A5F5XE10_FELCA,Milk fat globule EGF and factor V/VIII domain containing,MFGE8,25.689,21.704,22.578,URINE
A0A2I2UXR9_FELCA,Maltase-glucoamylase,MGAM,26.603,24.273,23.601,URINE
A0A341ZMF3_FELCA,"alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase (EC 2.4.1.155)",MGAT5,24.051,22.483,22.549,URINE
A0A2I2V3J5_FELCA,Matrix Gla protein (MGP),MGP,19.444,21.369,20.966,URINE+PLASMA
A0A2I2UBB6_FELCA,SH3 domain-containing protein,MIA2,19.923,15.047,15.226,URINE
A0A337RWW9_FELCA,MIA SH3 domain ER export factor 3,MIA3,23.142,18.887,18.179,URINE
A0A5F5XNZ1_FELCA,Migration and invasion enhancer 1,MIEN1,24.189,23.246,22.434,URINE
M3WPV6_FELCA,Migration and invasion enhancer 1,MIEN1,23.622,17.032,17.191,URINE
A0A5F5XHI0_FELCA,Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase),MIF,20.914,15.464,16.745,URINE+SERUM
A0A337S3R5_FELCA,Multiple inositol-polyphosphate phosphatase 1,MINPP1,20.870,18.629,18.689,URINE
M3WV39_FELCA,"Multiple inositol polyphosphate phosphatase 1 (EC 3.1.3.62) (EC 3.1.3.80) (2,3-bisphosphoglycerate 3-phosphatase)",MINPP1,19.690,19.602,20.088,URINE+SERUM+PLASMA
A0A5F5XFE9_FELCA,Microtubule interacting and trafficking domain containing 1,MITD1,16.489,10.873,10.489,URINE
A0A337SXF4_FELCA,Neprilysin (EC 3.4.24.11) (Atriopeptidase) (Enkephalinase) (Neutral endopeptidase 24.11) (Skin fibroblast elastase),MME,25.450,21.900,22.121,URINE
A0A5F5XYE2_FELCA,Matrix metallopeptidase 11,MMP11,14.792,17.285,17.620,URINE+SERUM
A0A337S0K7_FELCA,72 kDa type IV collagenase (EC 3.4.24.24) (72 kDa gelatinase) (Matrix metalloproteinase-2),MMP2,15.335,18.311,18.344,URINE+SERUM
MMP7_FELCA,Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase),MMP7,16.869,15.628,17.076,URINE+SERUM
A0A5F5Y5F5_FELCA,Matrix metalloproteinase-9 (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B),MMP9,23.189,18.220,15.112,URINE+SERUM
A0A3S6CJJ2_FELCA,Matrix metallopeptidase 9,MMP9,23.807,18.048,17.948,URINE
M3WI37_FELCA,Multimerin 1,MMRN1,23.552,17.849,18.455,URINE
A0A5F5XUK2_FELCA,Multimerin 2,MMRN2,12.499,12.109,12.229,URINE+SERUM+PLASMA
A0A337SLC9_FELCA,Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B),MOCS2,18.607,15.432,15.856,URINE
M3WCF8_FELCA,Monooxygenase DBH like 1,MOXD1,21.017,15.598,15.675,URINE
A0A337S4A6_FELCA,Megakaryocyte and platelet inhibitory receptor G6b,MPIG6B,21.537,13.926,17.364,URINE+SERUM
A0A337S0Y0_FELCA,Sulfurtransferase,MPST,25.934,23.596,22.794,URINE
A0A2I2UHE7_FELCA,Myelin protein zero like 1,MPZL1,20.704,14.910,14.151,URINE
M3WFQ7_FELCA,Myelin protein zero like 2,MPZL2,27.317,20.580,21.252,URINE
A0A5F5XC23_FELCA,Mannose receptor C-type 1,MRC1,16.409,14.526,13.460,URINE+SERUM
A0A2I2V193_FELCA,Mannose receptor C-type 1,MRC1,18.418,15.543,15.177,URINE
M3WE80_FELCA,Mannose receptor C type 2,MRC2,20.031,17.504,17.143,URINE
A0A337SNX4_FELCA,Moesin (Membrane-organizing extension spike protein),MSN,23.876,22.309,23.457,URINE+SERUM
M3WJI8_FELCA,Moesin (Membrane-organizing extension spike protein),MSN,20.020,19.813,20.177,URINE+SERUM+PLASMA
A0A2I2UAP2_FELCA,Macrophage stimulating 1,MST1,22.584,21.915,22.423,URINE+SERUM+PLASMA
M3WPT7_FELCA,Growth/differentiation factor 8 (GDF-8) (Myostatin),MSTN,16.736,18.817,19.085,URINE+SERUM
A0A2I2UW30_FELCA,methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9),MTHFD2L,23.315,16.827,17.143,URINE
A0A337SL83_FELCA,Multivesicular body subunit 12A (ESCRT-I complex subunit MVB12A) (Protein FAM125A),MVB12A,20.486,19.073,19.181,URINE
A0A337S8H7_FELCA,Matrix remodeling-associated protein 8,MXRA8,29.498,20.294,20.489,URINE
A0A337SH59_FELCA,Matrix remodeling-associated protein 8,MXRA8,25.502,18.698,19.557,URINE
A0A2I2U1C5_FELCA,"Myosin-9 (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain IIa)",MYH9,22.724,20.896,21.045,URINE
A0A2I2UHR0_FELCA,Myosin light chain 6,MYL6,18.544,18.456,18.449,URINE+SERUM+PLASMA
A0A2I2U033_FELCA,"Myosin regulatory light polypeptide 9 (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9)",MYL9,17.567,13.372,13.969,URINE
A0A337S3Q0_FELCA,Myosin light chain kinase,MYLK,24.697,19.841,20.228,URINE
A0A5F5XC70_FELCA,Myosin light chain kinase 2,MYLK2,16.824,17.371,18.294,SERUM
MYOC_FELCA,"Myocilin [Cleaved into: Myocilin, N-terminal fragment (Myocilin 20 kDa N-terminal fragment); Myocilin, C-terminal fragment (Myocilin 35 kDa N-terminal fragment)]",MYOC,24.447,19.923,20.004,URINE
A0A2I2V455_FELCA,N-acylethanolamine-hydrolyzing acid amidase (EC 3.5.1.23) (EC 3.5.1.60) (Acylsphingosine deacylase NAAA),NAAA,30.903,20.477,20.932,URINE
A0A5F5XU62_FELCA,Alpha-galactosidase (EC 3.2.1.-),NAGA,21.771,15.938,16.423,URINE
M3WFH8_FELCA,N-acetyl-alpha-glucosaminidase,NAGLU,25.609,21.036,21.729,URINE
A0A337S914_FELCA,Nucleosome assembly protein 1 like 4,NAP1L4,18.074,19.094,19.245,URINE+SERUM
A0A5F5XWA2_FELCA,Napsin A aspartic peptidase,NAPSA,29.901,18.685,18.302,URINE
A0A2I2UVF9_FELCA,"NBL1, DAN family BMP antagonist",NBL1,26.311,19.823,20.187,URINE
A0A2I2UJV2_FELCA,Neural cell adhesion molecule 1,NCAM1,24.725,24.559,25.787,SERUM
A0A337S4H2_FELCA,Neural cell adhesion molecule 1,NCAM1,20.778,19.280,19.153,URINE
A0A2I2V0Y5_FELCA,Neural cell adhesion molecule 2,NCAM2,25.929,21.259,21.334,URINE
A0A337S9P8_FELCA,Nicastrin,NCSTN,22.453,23.532,24.837,URINE+SERUM
M3VZX9_FELCA,Protein NDRG1 (N-myc downstream-regulated gene 1 protein),NDRG1,20.582,17.853,16.521,URINE+SERUM
A0A5F5Y4C0_FELCA,N-myc downstream regulated 1,NDRG1,18.837,10.912,11.083,URINE
A0A337RZV6_FELCA,Nectin cell adhesion molecule 1,NECTIN1,21.689,18.710,18.841,URINE
A0A5F5XXT2_FELCA,Nectin cell adhesion molecule 2,NECTIN2,27.134,20.938,21.424,URINE
A0A2I2U0E6_FELCA,Nectin cell adhesion molecule 3,NECTIN3,20.894,17.628,18.336,URINE
A0A5F5XLH0_FELCA,Nectin cell adhesion molecule 4,NECTIN4,26.142,19.909,19.470,URINE
A0A2I2UX82_FELCA,Neuronal growth regulator 1,NEGR1,24.486,19.272,18.586,URINE
A0A337S1S7_FELCA,Protein kinase C-binding protein NELL2 (NEL-like protein 2),NELL2,24.902,23.826,23.685,URINE
A0A2I2UTR9_FELCA,Neogenin 1,NEO1,22.471,20.574,20.146,URINE
M3X3Z7_FELCA,Sialidase-1 (EC 3.2.1.18) (Lysosomal sialidase) (N-acetyl-alpha-neuraminidase 1),NEU1,21.971,19.093,18.390,URINE
A0A2I2UTY5_FELCA,Nexilin F-actin binding protein,NEXN,20.728,18.252,18.393,URINE
A0A337SBE9_FELCA,Nerve growth factor receptor,NGFR,24.560,20.598,21.914,URINE+SERUM
A0A2I2UP60_FELCA,Na(+)/H(+) exchange regulatory cofactor NHE-RF,NHERF1,25.427,23.121,22.863,URINE
A0A2I2U5Z9_FELCA,NHL repeat containing 3,NHLRC3,25.119,20.347,20.889,URINE
A0A337SCS7_FELCA,Nidogen 1,NID1,25.242,22.925,21.786,URINE+SERUM
A0A337SMW2_FELCA,Nidogen 2,NID2,23.657,19.594,19.843,URINE
A0A337S9P2_FELCA,NIPA like domain containing 1,NIPAL1,19.401,13.090,14.447,URINE+SERUM
A0A5F5XC25_FELCA,Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2),NIT2,21.946,17.441,16.973,URINE
A0A2I2U4B5_FELCA,Nucleoside diphosphate kinase (EC 2.7.4.6),NME2,19.481,16.254,16.475,URINE
M3X077_FELCA,Neurogenic locus notch homolog protein 1,NOTCH1,22.389,20.484,16.197,URINE+SERUM
A0A2I2U0T9_FELCA,Notch receptor 2,NOTCH2,20.240,17.052,16.529,URINE
A0A2I2UCH5_FELCA,NPC intracellular cholesterol transporter 1,NPC1,20.678,16.540,16.382,URINE
A0A2I2U310_FELCA,NPC1 like intracellular cholesterol transporter 1,NPC1L1 DDX56,21.326,17.062,16.946,URINE
M3X1L5_FELCA,NPC intracellular cholesterol transporter 2 (Epididymal secretory protein E1),NPC2,27.224,22.484,22.194,URINE
M3X5Z4_FELCA,Aminopeptidase (EC 3.4.11.-),NPEPPS,16.531,13.679,13.039,URINE
M3VXB4_FELCA,"NPHS2 stomatin family member, podocin",NPHS2,15.298,10.000,14.464,URINE+SERUM
A0A337S3Z8_FELCA,Natriuretic peptide receptor 3,NPR3,17.674,14.755,15.148,URINE
A0A2I2UZY7_FELCA,Neuroplastin,NPTN,21.580,16.155,16.074,URINE
A0A337SMV4_FELCA,N-ribosyldihydronicotinamide:quinone reductase 2,NQO2,21.641,20.513,19.707,URINE
A0A2I2U1J3_FELCA,Nuclear receptor subfamily 1 group H member 4,NR1H4,15.514,17.835,15.834,PLASMA
M3WN87_FELCA,Nuclear receptor subfamily 1 group I member 3 (Constitutive androstane receptor),NR1I3,22.319,26.503,26.483,URINE+PLASMA
A0A2I2UU92_FELCA,Neuropilin,NRP1,18.139,15.795,16.159,URINE
A0A337SMY8_FELCA,Neuropilin 2,NRP2,17.783,15.810,15.510,URINE
A0A337S9F6_FELCA,Neurexin 3,NRXN3,16.636,14.987,12.125,URINE+SERUM
A0A5F5XIM5_FELCA,NSFL1 cofactor,NSFL1C,19.652,20.984,21.593,URINE+SERUM
A0A2I2UUB3_FELCA,Neurotrimin,NTM,22.529,20.537,20.605,URINE
A0A2I2U1I4_FELCA,Tyrosine-protein kinase receptor (EC 2.7.10.1),NTRK3,21.851,15.453,16.070,URINE
M3W064_FELCA,Nucleobindin-1,NUCB1,26.110,22.090,22.000,URINE
A0A2I2UTH6_FELCA,Nucleobindin 2,NUCB2,22.465,19.948,20.066,URINE
A0A2I2UU60_FELCA,"Oxidized purine nucleoside triphosphate hydrolase (EC 3.6.1.56) (2-hydroxy-dATP diphosphatase) (7,8-dihydro-8-oxoguanine triphosphatase) (8-oxo-dGTPase) (Methylated purine nucleoside triphosphate hydrolase) (Nucleoside diphosphate-linked moiety X motif 1)",NUDT1,21.303,17.275,17.242,URINE
A0A2I2ULA8_FELCA,Nuclear mitotic apparatus protein 1,NUMA1,19.866,16.383,17.671,URINE+SERUM
M3X0F5_FELCA,Nuclear transport factor 2 (NTF-2),NUTF2,25.353,19.987,20.549,URINE
A0A2I2ULL1_FELCA,Neurexophilin,NXPH2,18.284,18.998,19.067,URINE+SERUM+PLASMA
A0A2I2U0A2_FELCA,Out at first protein homolog,OAF,22.916,22.022,21.941,URINE+SERUM+PLASMA
M3WPJ4_FELCA,2-oxoglutarate and iron dependent oxygenase domain containing 3,OGFOD3,16.203,15.648,16.868,SERUM
M3VVG9_FELCA,Mimecan (Osteoglycin),OGN,22.584,21.933,22.295,URINE+SERUM+PLASMA
A0A337S4Z9_FELCA,Olfactomedin 1,OLFM1,20.949,18.421,18.199,URINE
A0A337RWR2_FELCA,Olfactomedin like 3,OLFML3,20.371,16.901,17.552,URINE
A0A2I2UMJ9_FELCA,Opioid binding protein/cell adhesion molecule like,OPCML,22.630,19.452,19.734,URINE
A0A2I2UD00_FELCA,Oxysterol-binding protein,OSBPL2 ADRM1,18.041,13.199,13.803,URINE
A0A5F5Y561_FELCA,Otoraplin,OTOR,22.553,19.283,19.206,URINE
A0A337SC03_FELCA,P2X purinoceptor,P2RX4,19.460,19.394,18.937,URINE+SERUM+PLASMA
M3XCN6_FELCA,Protein disulfide-isomerase (EC 5.3.4.1),P4HB,19.609,18.665,19.049,URINE+SERUM+PLASMA
