Entry,Protein,Gene,Urine,Plasma,Serum
M3W2D2_FELCA,EF-hand calcium binding domain 14,EFCAB14,16.9,16.5,17.6
M3VVE6_FELCA,EGF containing fibulin extracellular matrix protein 1,EFEMP1,28.2,25.5,25.3
A0A337SCW7_FELCA,EGF containing fibulin extracellular matrix protein 2,EFEMP2,24.7,22.8,22.9
A0A337SFI6_FELCA,Elongation factor like GTPase 1,EFL1,19.2,18.8,19.2
A0A337S356_FELCA,Ephrin-A1,EFNA1,26.3,17.9,18.3
A0A337SBN3_FELCA,Ephrin A4,EFNA4,23.5,18,18.2
A0A337S0H8_FELCA,EPH-related receptor tyrosine kinase ligand 7,EFNA5,20.1,22.1,21.6
M3WR70_FELCA,Ephrin-B1,EFNB1,24.5,23,21.2
B0LDS5_FELCA,Ephrin-B2,efnB2,24.7,22.5,21.9
A0A337SFQ1_FELCA,Ephrin B3,EFNB3,23.1,22.4,19.2
EGF_FELCA,Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor],EGF,30.3,24.3,23.9
A0A2I2U1L8_FELCA,Pro-epidermal growth factor,EGF,21.2,14,13.9
A0A0P0GH12_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EGFR,18.9,18.9,18.2
A0A337S424_FELCA,Receptor protein-tyrosine kinase (EC 2.7.10.1),EGFR,20.1,22.5,22.2
M3X1U0_FELCA,EH domain containing 1,EHD1,22.4,22.3,22.2
M3WXE7_FELCA,EH domain containing 4,EHD4,20.7,19.7,20
A0A5F5XQI4_FELCA,Choline transporter-like protein,EHMT2,20.7,17.2,16.3
A0A2I2UKH0_FELCA,Choline transporter-like protein,EHMT2,17.1,15.9,15.9
M3XDI4_FELCA,Eukaryotic translation initiation factor 2-alpha kinase 1 (EC 2.7.11.1) (Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase) (Hemin-sensitive initiation factor 2-alpha kinase),EIF2AK1,20,20.8,20.8
M3WCG8_FELCA,Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma),EIF2B3,23.4,19,19
A0A2I2U322_FELCA,Eukaryotic translation initiation factor 4 gamma 3,EIF4G3,18.5,18.8,17.8
A0A5F5XCL3_FELCA,Eukaryotic translation initiation factor 5,EIF5,19.3,14.9,14.6
A0A337RZ59_FELCA,Eukaryotic translation initiation factor 5A-1 (Eukaryotic initiation factor 5A isoform 1) (eIF-4D),EIF5A,17.6,14.3,16.3
M3W5W5_FELCA,Eukaryotic translation initiation factor 6 (eIF-6),EIF6 ITGB4BP,24.6,20.8,21.4
M3XDQ5_FELCA,"Elastase, neutrophil expressed",ELANE,17.3,13.4,14.5
A0A5F5XSQ0_FELCA,"Elastase, neutrophil expressed",ELANE,25.1,16.9,17.8
A0A2I2UVP6_FELCA,EMAP like 5,EML5,21.9,17.8,18.5
M3XGC9_FELCA,Endonuclease domain containing 1,ENDOD1,21.2,20.2,20
A0A2I2UTE6_FELCA,phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase),ENO1,22,19.6,19.4
A0A337S0P1_FELCA,phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase),ENO1,18.7,12.1,12.3
A0A2I2UHT3_FELCA,phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase),ENO2,20.4,17.4,17.6
A0A2I2UJ14_FELCA,Beta-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 3) (Muscle-specific enolase) (Skeletal muscle enolase),ENO3,21.9,19.7,19.9
A0A2I2V5H4_FELCA,Enolase 4 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase),ENO4,21,16.1,17.4
M3VU18_FELCA,Aminopeptidase (EC 3.4.11.-),ENPEP,25.6,21.1,21.5
A0A2I2V3L7_FELCA,Ectonucleotide pyrophosphatase/phosphodiesterase 2,ENPP2,22.1,20.8,21.1
A0A2I2V568_FELCA,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (EC 3.1.4.1) (EC 3.6.1.9) (Phosphodiesterase I beta) (Phosphodiesterase I/nucleotide pyrophosphatase 3),ENPP3,24.1,21.4,21.6
A0A2I2U6N9_FELCA,bis(5'-adenosyl)-triphosphatase (EC 3.6.1.29) (AP3A hydrolase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 4),ENPP4,17.6,10.1,10
M3X1B4_FELCA,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,ENPP5,20.3,21.5,21.5
M3VWW1_FELCA,glycerophosphocholine cholinephosphodiesterase (EC 3.1.4.38) (Choline-specific glycerophosphodiester phosphodiesterase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 6),ENPP6,24,19.9,19.9
ENV_FLVLB,Envelope glycoprotein (Env polyprotein) [Cleaved into: Surface protein (SU) (Glycoprotein 70) (gp70); Transmembrane protein (TM) (Envelope protein p15E); R-peptide (p2E)],env,20.6,20.6,20.5
A0A0D5ZXZ6_FELCA,Env protein,env,12.6,11.7,10.6
M3WIV4_FELCA,Epithelial cell adhesion molecule (Tumor-associated calcium signal transducer 1),EPCAM,23.3,19.7,20.3
A0A5F5XZT1_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHA1,24.8,20.5,20.5
A0A2I2UHA0_FELCA,EPH receptor A10,EPHA10,18.3,13.8,12.4
A0A2I2UV62_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHA4,21.7,18.4,18.6
A0A2I2UTP3_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHA5,21,10,10.3
A0A5F5XNL0_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHA7,23.4,20.4,19.7
M3WPK6_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHA7,23.4,13.7,13.8
A0A337RY03_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHB1,18.9,14.5,14.3
A0A2I2UI65_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHB2,23.4,21.5,20
A0A5F5Y2L8_FELCA,Ephrin type-B receptor 3 (EC 2.7.10.1),EPHB3,23.8,20,19.5
A0A2I2V293_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHB4,24.7,23.6,22.6
A0A5F5XXF9_FELCA,EPH receptor B6,EPHB6,25.8,21.6,21.5
M3WSY6_FELCA,Epidermal growth factor receptor pathway substrate 8,EPS8,23.1,21.2,21.6
M3X4X2_FELCA,EPS8 like 1,EPS8L1,19,15.4,17.3
A0A2I2UQW0_FELCA,Aminopeptidase (EC 3.4.11.-),ERAP1,19.9,19.3,19.1
M3WVD3_FELCA,Epiregulin,EREG,18.3,17.4,14
M3VV12_FELCA,ER lipid raft associated 1,ERLIN1,24,24.1,24.1
A0A5F5XI42_FELCA,Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1),ERLIN1,16.6,22.1,22.1
M3WMZ2_FELCA,Endoplasmic reticulum protein 44,ERP44,21.5,19.2,19.6
A0A2I2V4V9_FELCA,Endothelial cell adhesion molecule,ESAM,25,21,20.1
M3XAF3_FELCA,S-formylglutathione hydrolase (EC 3.1.2.12),ESD,20.2,16.3,16.8
A0A2I2UQQ2_FELCA,Eva-1 homolog C,EVA1C,19.7,19.5,19.2
M3XFW7_FELCA,Ribosomal RNA-processing protein 42,EXOSC7,22.1,27.4,27.3
A0A337S6A6_FELCA,Exostosin like glycosyltransferase 2,EXTL2,18.9,21.8,21.8
A0A337S6P4_FELCA,Exostosin like glycosyltransferase 2,EXTL2,20,22,21.8
A0A2I2U6X9_FELCA,Ezrin (Cytovillin) (Villin-2) (p81),EZR,26.2,26.9,26.4
M3WKC7_FELCA,Coagulation factor X (EC 3.4.21.6) (Stuart factor),F10,22.2,26.2,26.1
JAM1_FELCA,Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (CD antigen CD321),F11R JAM1,28.2,21,21.1
A0A1W7HNZ6_FELCA,Coagulation factor XII (EC 3.4.21.38) (Hageman factor),F12,23.4,25.8,25.8
A0A2I2U5J7_FELCA,Coagulation factor XIII A chain,F13A1,23.3,24.9,23.9
A0A5F5XF87_FELCA,Coagulation factor XIII B chain,F13B,23,24.8,24.1
M3WSI8_FELCA,Prothrombin (EC 3.4.21.5) (Coagulation factor II),F2,29.8,29.1,29.3
M3W050_FELCA,Proteinase-activated receptor 1 (Thrombin receptor),F2R,22,17.5,18
A0A337SQW4_FELCA,Coagulation factor V,F5,24.6,24.7,26.7
M3W922_FELCA,Coagulation factor V,F5,19.2,19.5,20.5
M3WKC6_FELCA,Coagulation factor VII (EC 3.4.21.21) (Serum prothrombin conversion accelerator),F7,20.3,22.3,22.3
A0A5F5XH53_FELCA,Coagulation factor VIII,F8,22.4,21,20.8
FA9_FELCA,Coagulation factor IX (EC 3.4.21.22) (Christmas factor) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],F9,23.4,25.2,24.9
M3WR74_FELCA,"Fatty acid-binding protein, liver (L-FABP) (Liver-type fatty acid-binding protein)",FABP1,19.5,18.1,18.2
A0A5F5XG15_FELCA,Fatty acid binding protein 2,FABP2,23.9,17.9,18.5
M3WQY4_FELCA,"Fatty acid-binding protein, intestinal (Fatty acid-binding protein 2) (Intestinal-type fatty acid-binding protein)",FABP2,18.9,16.8,16.3
M3X9Z0_FELCA,"Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein)",FABP3,24.1,21.3,20.6
A0A5F5XIT1_FELCA,Fatty acid binding protein 5,FABP5,17.9,14.5,14.2
A0A5F5XFP7_FELCA,Fumarylacetoacetase (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase),FAH,22.3,19.7,20.7
M3W1C3_FELCA,Protein FAM151A,FAM151A,25.7,23.1,21.5
A0A337RY82_FELCA,Family with sequence similarity 174 member B,FAM174B,18.3,15.1,14.5
A0A337RZ83_FELCA,FAM20C golgi associated secretory pathway kinase,FAM20C,21.1,20.8,20.9
A0A5F5XGS1_FELCA,Family with sequence similarity 234 member A,FAM234A,20.4,17.4,17.8
A0A5F5Y0R2_FELCA,Family with sequence similarity 234 member A,FAM234A,18.9,12.5,13.4
A0A337S9Y1_FELCA,FAM3 metabolism regulating signaling molecule B,FAM3B,22,16.6,17
A0A2I2UZV7_FELCA,Protein FAM3C,FAM3C,22.7,21.6,20.2
A0A2I2U2C0_FELCA,Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor),FAS,19.6,18.4,18.4
M3WFK0_FELCA,Fatty acid synthase (EC 1.1.1.100) (EC 1.3.1.39) (EC 2.3.1.38) (EC 2.3.1.39) (EC 2.3.1.41) (EC 2.3.1.85) (EC 3.1.2.14) (EC 4.2.1.59),FASN,25.3,23.5,23.3
A0A2I2UCL3_FELCA,FAT atypical cadherin 4,FAT4,22.6,21.7,21.8
A0A337SRF9_FELCA,Fibulin-1,FBLN1,27.3,24.1,23.9
M3WZ15_FELCA,Fibulin-1,FBLN1,23.2,23.9,22.9
A0A2I2UFJ4_FELCA,Fibulin 2,FBLN2,24.7,20.4,20.5
A0A337S164_FELCA,Fibulin-5,FBLN5,27.5,23.3,22.9
A0A337SXC1_FELCA,Fibulin 7,FBLN7,23.9,16,15.2
A0A337S7Y7_FELCA,Fibulin 7,FBLN7,27,21,21.8
M3WMG2_FELCA,Fibrillin 1,FBN1,27.5,23.2,23.4
M3WB78_FELCA,"Fructose-1,6-bisphosphatase 1 (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)",FBP1,24.5,22,22.4
M3VXP7_FELCA,"Fructose-1,6-bisphosphatase isozyme 2 (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase)",FBP2,19,17.2,17.6
A0A5F5Y0F7_FELCA,Fc epsilon receptor II,FCER2,24.4,26,24.9
A0A2I2UDZ7_FELCA,VWFD domain-containing protein,FCGBP,22.3,21.9,19.2
A0A5F5Y6R9_FELCA,Fc gamma receptor Ia,FCGR1A,16.4,14.3,13.2
FCG3A_FELCA,Low affinity immunoglobulin gamma Fc region receptor III-A (IgG Fc receptor III-A) (Fc-gamma RIII-alpha) (FcgammaRIIIA) (CD antigen CD16a),FCGR3A CD16,23.8,20.9,22.1
A0A337S1R1_FELCA,Fc mu receptor,FCMR,17.2,19.2,19
M3X177_FELCA,Fem-1 homolog A,FEM1A,13.3,17,16.9
A0A5F5XXG1_FELCA,Fer-1 like family member 6,FER1L6,17.5,13.7,15
A0A337RZH0_FELCA,Fetuin B,FETUB,24.2,26.4,26.3
FIBA_FELCA,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A],FGA,16.6,25.5,16.7
M3W022_FELCA,Fibrinogen alpha chain,FGA,27.2,32,25
FIBB_FELCA,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B],FGB,23.2,25.8,19.5
M3WII3_FELCA,Fibrinogen beta chain,FGB,24.6,31.9,24.4
A0A5F5XVE3_FELCA,"FYVE, RhoGEF and PH domain containing 3",FGD3,23.7,23.7,23.8
A0A2I2UK29_FELCA,Fibroblast growth factor receptor (EC 2.7.10.1),FGFR1,25.3,21.9,22
A0A337S7G1_FELCA,Fibroblast growth factor receptor (EC 2.7.10.1),FGFR3,21,17.2,17.1
A0A5F5XGZ0_FELCA,Fibrinogen gamma chain,FGG,24.2,31.2,23
A0A5F5XLT1_FELCA,Fibrinogen gamma chain,FGG,12.1,20.4,10.4
A0A516V1E7_FELCA,MHC class I antigen,FLA-E,15,11.9,11
A0A516V1E1_FELCA,MHC class I antigen,FLA-E,16.1,15.6,16.9
A0A516V164_FELCA,MHC class I antigen,FLAI-E,22.8,20,19.7
S4Z3G3_FELCA,MHC class I antigen,FLAI-E,12.6,14.9,15.4
A0A516V168_FELCA,MHC class I antigen,FLAI-H,21.9,21,20.8
A0A516V172_FELCA,MHC class I antigen,FLAI-H,15.4,13.8,12.8
A0A516V166_FELCA,MHC class I antigen,FLAI-H,21.5,19.2,18.9
A0A516V181_FELCA,MHC class I antigen,FLAI-H,14.6,14.1,13.1
A0A516V177_FELCA,MHC class I antigen,FLAI-H,14.6,14.1,13.1
A0A516V1A6_FELCA,MHC class I antigen,FLAI-K,17.8,17.9,17.4
A0A337SDQ4_FELCA,"Saoe class I histocompatibility antigen, A alpha chain-like",FLAI-K,19.9,14.1,14.2
A0A2I2V3V8_FELCA,Filamin A,FLNA,26.1,22.9,22.5
A0A2I2US09_FELCA,Filamin B,FLNB,25.8,21.1,21.3
A0A2I2UDN6_FELCA,Filamin C,FLNC,24.8,20.3,19.8
M3X0B9_FELCA,Fibronectin leucine rich transmembrane protein 2,FLRT2,18.9,16.2,16
A0A2I2UES4_FELCA,Vascular endothelial growth factor receptor 3 (EC 2.7.10.1),FLT4,18.2,20.1,20
A0A2I2U011_FELCA,Fibronectin,FN1,29.5,28,27.4
A0A2I2UAM2_FELCA,Fibronectin,FN1,18.5,21.1,20.4
A0A5F5XFC0_FELCA,Fibronectin type III domain containing 1,FNDC1,16.4,14.8,17.3
A0A337SB41_FELCA,Folate hydrolase 1,FOLH1,19.1,16.9,16.5
M3WR11_FELCA,Folate receptor alpha,FOLR1,26.4,20,20.2
M3XEV8_FELCA,Ferric chelate reductase 1,FRRS1,21.8,20.5,20.8
A0A2I2V2F6_FELCA,Secreted frizzled-related protein 3 (Frizzled-related protein 1) (FrzB-1),FRZB,22.5,18.8,18.7
M3WL17_FELCA,Follitropin subunit beta (Follicle-stimulating hormone beta subunit) (Follitropin beta chain),FSHB,23.8,26.9,26.8
A0A337S130_FELCA,Follistatin-related protein 1 (Follistatin-like protein 1),FSTL1,25.6,21,20.9
A0A2I2U6V1_FELCA,Follistatin like 3,FSTL3,20.3,17.9,18.2
FRIL_FELCA,Ferritin light chain (Ferritin L subunit),FTL,21.9,21.2,20.9
A0A060PNW6_FELCA,Thrombomodulin,fTM,23.4,17.8,18.3
A0A337S4I1_FELCA,Alpha-L-fucosidase 1,FUCA1,23.8,19.6,20.2
M3W912_FELCA,Alpha-L-fucosidase (EC 3.2.1.51),FUCA2,20.1,12.9,13.1
A0A5F5XT00_FELCA,alpha-L-fucosidase (EC 3.2.1.51),FUCA2,21.6,21.9,22.6
A0A5F5XZJ7_FELCA,furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme),FURIN,23.9,23.5,24
M3X4M3_FELCA,Frizzled-1,FZD1,20.8,21.5,19.6
M3X1P3_FELCA,Frizzled-2,FZD2,14.5,15.8,15.4
A0A2I2UH80_FELCA,Frizzled-4,FZD4,22.2,17.1,19
M3W3B8_FELCA,Frizzled-6,FZD6,22.9,16.2,15.9
A0A2I2U7V2_FELCA,Frizzled class receptor 7,FZD7,23.7,18.5,19.4
A0A5F5XKV2_FELCA,Frizzled class receptor 8,FZD8,21.5,16,15.8
A0A5F5XIY0_FELCA,Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase),GAA,27.2,22.8,23.4
A0A5F5XGF8_FELCA,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1,18.7,24.4,24.5
A0A2I2U122_FELCA,Galactose-3-O-sulfotransferase 1,GAL3ST1,24.3,24.7,25.3
M3X9U2_FELCA,Galactose-3-O-sulfotransferase 4,GAL3ST4,19.1,13.3,12.6
A0A2I2UQ95_FELCA,Galactocerebrosidase (EC 3.2.1.46) (Galactosylceramidase),GALC,20.2,16.1,16.9
A0A5F5Y4N4_FELCA,Galactosamine (N-acetyl)-6-sulfatase,GALNS,21.9,18.8,17.6
A0A5F5XTD3_FELCA,Galactosamine (N-acetyl)-6-sulfatase,GALNS,24.4,22.2,22.1
A0A5F5Y2N0_FELCA,Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase),GALNT18,22.3,23.3,22.9
A0A2I2UA27_FELCA,Glucosidase II alpha subunit,GANAB,21.4,20.7,20.6
G3P_FELCA,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-),GAPDH GAPD,24.4,20,21.1
A0A5F5XUR6_FELCA,Growth arrest specific 1,GAS1,25.5,16.9,16.7
A0A5F5XGA1_FELCA,Growth arrest specific 6,GAS6,26.5,22.1,21.5
A0A5F5XDS7_FELCA,Golgi associated kinase 1A,GASK1A,16.9,18,18.4
M3VVL7_FELCA,Glucosylceramidase (EC 3.2.1.45),GBA1,19.5,20.3,19.6
A0A337SNL3_FELCA,Glucosylceramidase (EC 3.2.1.45),GBA1,21.7,20.1,21.4
A0A2I2UCJ0_FELCA,Glucosylceramidase beta 3,GBA3,21.6,18.5,18.3
M3W2Z1_FELCA,Vitamin D-binding protein (Gc-globulin) (Group-specific component),GC,27.5,32.1,32
A0A2I2U4I8_FELCA,Growth differentiation factor 10,GDF10,17.9,19.6,19.6
A0A337S915_FELCA,Rab GDP dissociation inhibitor,GDI2,23.5,21.8,22.1
M3WHB4_FELCA,Rab GDP dissociation inhibitor,GDI2,20.4,19.7,19.4
A0A337SH50_FELCA,Glycerophosphodiester phosphodiesterase domain containing 2,GDPD2,21,18.4,19
A0A5F5XDL4_FELCA,Glycerophosphodiester phosphodiesterase domain containing 3,GDPD3,19.3,17.6,17.5
A0A2I2UI95_FELCA,Glial fibrillary acidic protein,GFAP,20.8,19.5,19.6
A0A337SD81_FELCA,GDNF family receptor alpha 1,GFRA1,21.1,17.5,17.5
A0A2I2UFV4_FELCA,GDNF family receptor alpha-2 (GDNF receptor alpha-2),GFRA2,22.8,21.8,22.3
M3WQ38_FELCA,Gamma-glutamylaminecyclotransferase (EC 4.3.2.8),GGACT,24.5,19.5,19.5
A0A5F5XWZ9_FELCA,folate gamma-glutamyl hydrolase (EC 3.4.19.9),GGH,23.8,20.2,20.3
M3VWS9_FELCA,Glutathione hydrolase (EC 2.3.2.2) (EC 3.4.19.13) (Gamma-glutamyltransferase) (Gamma-glutamyltranspeptidase),GGT1,25.9,23.6,25.3
A0A2I2UZ31_FELCA,Gamma-glutamyltransferase 6,GGT6,18,16.7,17
M3WEU6_FELCA,Glycosylated integral membrane protein 1,GINM1,21.9,20.3,20.7
A0A2I2UF05_FELCA,GIPC PDZ domain containing family member 2,GIPC2,15.3,13.2,13
M3W803_FELCA,Gastrokine 1,GKN1,14.6,16.9,17.2
A0A2I2U1V5_FELCA,Alpha-galactosidase (EC 3.2.1.-),GLA,26.2,22,22.5
BGAL_FELCA,Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase),GLB1 BGAL,25.2,22.5,21.1
A0A2I2URA0_FELCA,Golgi apparatus protein 1,GLG1,24.7,22.4,22.6
A0A2I2U855_FELCA,GLI pathogenesis related 2,GLIPR2,17,19.3,19.7
A0A5F5XL86_FELCA,Lactoylglutathione lyase (EC 4.4.1.5) (Glyoxalase I),GLO1,19.5,19.4,18.2
M3X3M9_FELCA,Glutaredoxin-1,GLRX,19.5,19.4,18.5
M3WHT1_FELCA,Ganglioside GM2 activator,GM2A,29.1,21.2,21.6
A0A337S5X4_FELCA,Guanine nucleotide-binding protein subunit alpha-11,GNA11,20.6,15.8,16
A0A2I2UZP1_FELCA,G protein subunit alpha 13,GNA13,22.6,17.7,17.4
A0A2I2U673_FELCA,Guanine nucleotide-binding protein G(i) subunit alpha-3 (G(i) alpha-3),GNAI3,23.6,22.3,23.3
A0A2I2U651_FELCA,Guanine nucleotide-binding protein G(o) subunit alpha,GNAO1,19.2,15.6,15.7
A0A2I2U1S9_FELCA,G protein subunit alpha transducin 3,GNAT3,22.6,17.7,17.4
M3WU86_FELCA,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Transducin beta chain 1),GNB1,22.7,20,19.6
M3X5T9_FELCA,G protein subunit beta 2,GNB2,20.7,19.1,19.3
A0A2I2U2P0_FELCA,G protein subunit beta 4,GNB4,22.3,18.4,19.5
A0A2I2UXE2_FELCA,Guanine nucleotide-binding protein subunit gamma,GNG12,20.5,19.9,21.7
A0A5F5XZA0_FELCA,N-acetylglucosamine-1-phosphate transferase subunit gamma,GNPTG,21,20.3,19.8
M3VUR6_FELCA,N-acetylglucosamine-6-sulfatase (EC 3.1.6.14) (Glucosamine-6-sulfatase),GNS,27.6,21,21.3
A0A5F5XP94_FELCA,Golgi membrane protein 1,GOLM1,25.5,29.2,29.5
M3WCA0_FELCA,Golgi membrane protein 1,GOLM1,22.2,18.7,18.9
A0A5F5XGH7_FELCA,Aspartate aminotransferase (EC 2.6.1.1),GOT1,23.4,24.9,25.5
A0A5F5XIK0_FELCA,Glycoprotein Ib platelet subunit alpha,GP1BA,26.1,23,23.4
A0A5F5XJV1_FELCA,Glycoprotein 2,GP2,19.4,17.8,18.2
A0A2I2U027_FELCA,Glycoprotein V platelet,GP5,22.2,21.4,21.1
M3WSF8_FELCA,Immunoglobulin subtype domain-containing protein,GP6,21.6,18.9,17.2
A0A2I2U6L5_FELCA,Glypican-1,GPC1,24.5,20.5,21.7
A0A337S4V2_FELCA,Glypican-3,GPC3,18.2,17.3,17.4
A0A5F5XH67_FELCA,Glypican 4,GPC4,23.2,19.8,19.6
M3WBH7_FELCA,Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8),GPD1,23,20.7,20.6
A0A337S9I7_FELCA,Glucose-6-phosphate isomerase (EC 5.3.1.9),GPI,21.2,18.7,18.5
A0A337ST09_FELCA,Glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,GPIHBP1,19.3,19.4,19.5
A0A5F5XQW6_FELCA,Phosphatidylinositol-glycan-specific phospholipase D (EC 3.1.4.50) (Glycosyl-phosphatidylinositol-specific phospholipase D),GPLD1,24.1,26.6,27
A0A5F5XTB2_FELCA,Phosphatidylinositol-glycan-specific phospholipase D (EC 3.1.4.50) (Glycosyl-phosphatidylinositol-specific phospholipase D),GPLD1,21.9,25,25.2
A0A337S764_FELCA,Neuronal membrane glycoprotein M6-a,GPM6A,21,21.3,21
A0A2I2UBJ4_FELCA,Glycoprotein M6B,GPM6B,16.6,16.3,15.9
A0A5F5XQN9_FELCA,G protein-coupled receptor 108,GPR108,21.9,26,26.1
M3WUB8_FELCA,G protein-coupled receptor 180,GPR180,21,19.5,19.5
A0A2I2UTY3_FELCA,G protein-coupled receptor 37,GPR37,19,15.7,14.6
A0A2I2UB41_FELCA,G protein-coupled receptor class C group 5 member B,GPRC5B,20.3,17.5,17.6
A0A2I2UI30_FELCA,G protein-coupled receptor class C group 5 member C,GPRC5C,26.1,19.7,20
A0A2I2UII4_FELCA,Glutathione peroxidase,GPX1,19.4,18,19.5
A0A2I2V5E5_FELCA,Glutathione peroxidase,GPX3,22,28.3,28.1
A0A5F5XWC4_FELCA,Glutamate receptor,GRIA4,23.1,23.2,23.2
A0A5F5XTI2_FELCA,Granulin,GRN,22.2,18.3,18.2
A0A2I2V346_FELCA,Granulin,GRN,23.9,19.3,19.9
A0A2I2UTS2_FELCA,Gelsolin (ADF) (Actin-depolymerizing factor),GSN,26.8,28.1,28.6
A0A337SJ23_FELCA,Glutathione synthetase (GSH-S) (EC 6.3.2.3),GSS,19.4,16.6,17.4
A0A337SLL9_FELCA,Glutathione S-transferase omega (GSTO) (EC 1.20.4.2) (EC 1.8.5.1) (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (Monomethylarsonic acid reductase),GSTO1,20.2,17.4,18
A0A2I2U8R6_FELCA,glutathione transferase (EC 2.5.1.18) (GST class-pi),GSTP1,22.4,17.6,18.8
A0A2I2UUQ5_FELCA,maleylacetoacetate isomerase (EC 5.2.1.2),GSTZ1,24.1,24.6,24.6
M3W5G2_FELCA,Guanylin (Guanylate cyclase activator 2A),GUCA2A,21.9,19.5,19.8
A0A5F5XR95_FELCA,Guanylate cyclase activator 2B,GUCA2B,17,12.4,11.8
M3W5G1_FELCA,Guanylate cyclase activator 2B,GUCA2B,19,15.2,15.9
BGLR_FELCA,Beta-glucuronidase (EC 3.2.1.31),GUSB,26.5,21,20.9
A0A5F5XKM9_FELCA,"H1.4 linker histone, cluster member",H1-4,22.9,18.9,18.8
A0A337S2X4_FELCA,Histone H2A,H2AC14,16.8,16.4,16.3
A0A2I2U2D3_FELCA,Histone H2A,H2AZ1,23.4,18.6,20.1
A0A2I2USF3_FELCA,Histone H2B,H2BC17,20.9,18.4,18.1
A0A2I2UIG2_FELCA,Histone H3,H3C5,23.4,25.2,23.2
M3WSM7_FELCA,Histone H4,H4C4 H4C1 H4C11 H4C12 H4C13 H4C14 H4C19 H4C2 H4C3 H4C6 H4C8 H4C9 LOC123385657,22.7,18.3,18.5
A0A2I2UIZ2_FELCA,Hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,H6PD,23.5,24.6,24.7
M3VUF1_FELCA,"3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD)",HAAO,29.3,24,23.5
A0A5F5Y062_FELCA,Hyaluronan binding protein 2,HABP2,21.5,25.2,25.3
M3WFU5_FELCA,Hyaluronan binding protein 2,HABP2,16.9,22.4,22.3
A0A2I2U3V1_FELCA,3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35),HADH,21.1,20.8,20.9
A0A2I2UQN2_FELCA,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II)",HAGH,18.1,17.3,17.6
A0A2I2UFL9_FELCA,Hepcidin antimicrobial peptide,HAMP,24.8,11.2,11.1
